,urlkey,timestamp,length,offset,redirect,filename,url,mime-detected,status,mime,digest,truncated,languages,charset,html
0,"com,cnn)/",20201001210814,690,1222762,http://www.cnn.com/,crawl-data/CC-MAIN-2020-40/segments/1600402132335.99/crawldiagnostics/CC-MAIN-20201001210429-20201002000429-00106.warc.gz,http://cnn.com/,application/octet-stream,301,unk,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,,,,
